abbr,category,jobtitle
PA,Healthcare,Recreational Therapists
RI,Healthcare,Recreational Therapists
SC,Healthcare,Recreational Therapists
SD,Healthcare,Recreational Therapists
TN,Healthcare,Recreational Therapists
TX,Healthcare,Recreational Therapists
UT,Healthcare,Recreational Therapists
VT,Healthcare,Recreational Therapists
VA,Healthcare,Recreational Therapists
WA,Healthcare,Recreational Therapists
WV,Healthcare,Recreational Therapists
WI,Healthcare,Recreational Therapists
WY,Healthcare,Recreational Therapists
PR,Healthcare,Recreational Therapists
AL,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
AK,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
AZ,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
AR,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
CA,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
CO,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
CT,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
DE,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
FL,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
GA,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
ID,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
IL,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
IN,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
IA,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
KS,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
KY,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
LA,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
ME,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
MD,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
MA,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
MI,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
MN,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
MS,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
MO,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
MT,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
NE,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
NV,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
NH,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
NJ,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
NM,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
NY,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
NC,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
ND,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
OH,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
OK,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
OR,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
PA,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
SC,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
SD,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
TN,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
TX,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
UT,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
VA,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
WA,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
WV,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
WI,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
WY,Manufacturing / Mechanical,Recreational Vehicle Service Technicians
AL,Manufacturing / Mechanical,Refractory Materials Repairers
AR,Manufacturing / Mechanical,Refractory Materials Repairers
FL,Manufacturing / Mechanical,Refractory Materials Repairers
IN,Manufacturing / Mechanical,Refractory Materials Repairers
KY,Manufacturing / Mechanical,Refractory Materials Repairers
MI,Manufacturing / Mechanical,Refractory Materials Repairers
NY,Manufacturing / Mechanical,Refractory Materials Repairers
OH,Manufacturing / Mechanical,Refractory Materials Repairers
OK,Manufacturing / Mechanical,Refractory Materials Repairers
OR,Manufacturing / Mechanical,Refractory Materials Repairers
PA,Manufacturing / Mechanical,Refractory Materials Repairers
TN,Manufacturing / Mechanical,Refractory Materials Repairers
TX,Manufacturing / Mechanical,Refractory Materials Repairers
VA,Manufacturing / Mechanical,Refractory Materials Repairers
WI,Manufacturing / Mechanical,Refractory Materials Repairers
AL,General,Refuse and Recyclable Material Collectors
AK,General,Refuse and Recyclable Material Collectors
AZ,General,Refuse and Recyclable Material Collectors
AR,General,Refuse and Recyclable Material Collectors
CA,General,Refuse and Recyclable Material Collectors
CO,General,Refuse and Recyclable Material Collectors
CT,General,Refuse and Recyclable Material Collectors
DE,General,Refuse and Recyclable Material Collectors
DC,General,Refuse and Recyclable Material Collectors
FL,General,Refuse and Recyclable Material Collectors
GA,General,Refuse and Recyclable Material Collectors
HI,General,Refuse and Recyclable Material Collectors
ID,General,Refuse and Recyclable Material Collectors
IL,General,Refuse and Recyclable Material Collectors
IN,General,Refuse and Recyclable Material Collectors
IA,General,Refuse and Recyclable Material Collectors
KS,General,Refuse and Recyclable Material Collectors
KY,General,Refuse and Recyclable Material Collectors
LA,General,Refuse and Recyclable Material Collectors
ME,General,Refuse and Recyclable Material Collectors
MD,General,Refuse and Recyclable Material Collectors
MA,General,Refuse and Recyclable Material Collectors
MI,General,Refuse and Recyclable Material Collectors
MN,General,Refuse and Recyclable Material Collectors
MS,General,Refuse and Recyclable Material Collectors
MO,General,Refuse and Recyclable Material Collectors
MT,General,Refuse and Recyclable Material Collectors
NE,General,Refuse and Recyclable Material Collectors
NV,General,Refuse and Recyclable Material Collectors
NH,General,Refuse and Recyclable Material Collectors
NJ,General,Refuse and Recyclable Material Collectors
NM,General,Refuse and Recyclable Material Collectors
NY,General,Refuse and Recyclable Material Collectors
NC,General,Refuse and Recyclable Material Collectors
ND,General,Refuse and Recyclable Material Collectors
OH,General,Refuse and Recyclable Material Collectors
OK,General,Refuse and Recyclable Material Collectors
OR,General,Refuse and Recyclable Material Collectors
PA,General,Refuse and Recyclable Material Collectors
RI,General,Refuse and Recyclable Material Collectors
SC,General,Refuse and Recyclable Material Collectors
SD,General,Refuse and Recyclable Material Collectors
TN,General,Refuse and Recyclable Material Collectors
TX,General,Refuse and Recyclable Material Collectors
UT,General,Refuse and Recyclable Material Collectors
VT,General,Refuse and Recyclable Material Collectors
VA,General,Refuse and Recyclable Material Collectors
WA,General,Refuse and Recyclable Material Collectors
WV,General,Refuse and Recyclable Material Collectors
WI,General,Refuse and Recyclable Material Collectors
WY,General,Refuse and Recyclable Material Collectors
PR,General,Refuse and Recyclable Material Collectors
AL,Healthcare,Registered Nurses
AK,Healthcare,Registered Nurses
AZ,Healthcare,Registered Nurses
AR,Healthcare,Registered Nurses
CA,Healthcare,Registered Nurses
CO,Healthcare,Registered Nurses
CT,Healthcare,Registered Nurses
DE,Healthcare,Registered Nurses
DC,Healthcare,Registered Nurses
FL,Healthcare,Registered Nurses
GA,Healthcare,Registered Nurses
HI,Healthcare,Registered Nurses
ID,Healthcare,Registered Nurses
IL,Healthcare,Registered Nurses
IN,Healthcare,Registered Nurses
IA,Healthcare,Registered Nurses
KS,Healthcare,Registered Nurses
KY,Healthcare,Registered Nurses
LA,Healthcare,Registered Nurses
ME,Healthcare,Registered Nurses
MD,Healthcare,Registered Nurses
MA,Healthcare,Registered Nurses
MI,Healthcare,Registered Nurses
MN,Healthcare,Registered Nurses
MS,Healthcare,Registered Nurses
MO,Healthcare,Registered Nurses
MT,Healthcare,Registered Nurses
NE,Healthcare,Registered Nurses
NV,Healthcare,Registered Nurses
NH,Healthcare,Registered Nurses
NJ,Healthcare,Registered Nurses
NM,Healthcare,Registered Nurses
NY,Healthcare,Registered Nurses
NC,Healthcare,Registered Nurses
ND,Healthcare,Registered Nurses
OH,Healthcare,Registered Nurses
OK,Healthcare,Registered Nurses
OR,Healthcare,Registered Nurses
PA,Healthcare,Registered Nurses
RI,Healthcare,Registered Nurses
SC,Healthcare,Registered Nurses
SD,Healthcare,Registered Nurses
TN,Healthcare,Registered Nurses
TX,Healthcare,Registered Nurses
UT,Healthcare,Registered Nurses
VT,Healthcare,Registered Nurses
VA,Healthcare,Registered Nurses
WA,Healthcare,Registered Nurses
WV,Healthcare,Registered Nurses
WI,Healthcare,Registered Nurses
WY,Healthcare,Registered Nurses
GU,Healthcare,Registered Nurses
PR,Healthcare,Registered Nurses
VI,Healthcare,Registered Nurses
AL,Healthcare,Rehabilitation Counselors
AK,Healthcare,Rehabilitation Counselors
AZ,Healthcare,Rehabilitation Counselors
AR,Healthcare,Rehabilitation Counselors
CA,Healthcare,Rehabilitation Counselors
CO,Healthcare,Rehabilitation Counselors
CT,Healthcare,Rehabilitation Counselors
DE,Healthcare,Rehabilitation Counselors
DC,Healthcare,Rehabilitation Counselors
FL,Healthcare,Rehabilitation Counselors
GA,Healthcare,Rehabilitation Counselors
HI,Healthcare,Rehabilitation Counselors
ID,Healthcare,Rehabilitation Counselors
IL,Healthcare,Rehabilitation Counselors
IN,Healthcare,Rehabilitation Counselors
IA,Healthcare,Rehabilitation Counselors
KS,Healthcare,Rehabilitation Counselors
KY,Healthcare,Rehabilitation Counselors
LA,Healthcare,Rehabilitation Counselors
ME,Healthcare,Rehabilitation Counselors
MD,Healthcare,Rehabilitation Counselors
MA,Healthcare,Rehabilitation Counselors
MI,Healthcare,Rehabilitation Counselors
MN,Healthcare,Rehabilitation Counselors
MS,Healthcare,Rehabilitation Counselors
MO,Healthcare,Rehabilitation Counselors
MT,Healthcare,Rehabilitation Counselors
NE,Healthcare,Rehabilitation Counselors
NV,Healthcare,Rehabilitation Counselors
NH,Healthcare,Rehabilitation Counselors
NJ,Healthcare,Rehabilitation Counselors
NM,Healthcare,Rehabilitation Counselors
NY,Healthcare,Rehabilitation Counselors
NC,Healthcare,Rehabilitation Counselors
ND,Healthcare,Rehabilitation Counselors
OH,Healthcare,Rehabilitation Counselors
OK,Healthcare,Rehabilitation Counselors
OR,Healthcare,Rehabilitation Counselors
PA,Healthcare,Rehabilitation Counselors
RI,Healthcare,Rehabilitation Counselors
SC,Healthcare,Rehabilitation Counselors
SD,Healthcare,Rehabilitation Counselors
TN,Healthcare,Rehabilitation Counselors
TX,Healthcare,Rehabilitation Counselors
UT,Healthcare,Rehabilitation Counselors
VT,Healthcare,Rehabilitation Counselors
VA,Healthcare,Rehabilitation Counselors
WA,Healthcare,Rehabilitation Counselors
WV,Healthcare,Rehabilitation Counselors
WI,Healthcare,Rehabilitation Counselors
WY,Healthcare,Rehabilitation Counselors
PR,Healthcare,Rehabilitation Counselors
AL,General,Reinforcing Iron and Rebar Workers
AZ,General,Reinforcing Iron and Rebar Workers
AR,General,Reinforcing Iron and Rebar Workers
CA,General,Reinforcing Iron and Rebar Workers
CO,General,Reinforcing Iron and Rebar Workers
CT,General,Reinforcing Iron and Rebar Workers
DC,General,Reinforcing Iron and Rebar Workers
FL,General,Reinforcing Iron and Rebar Workers
GA,General,Reinforcing Iron and Rebar Workers
HI,General,Reinforcing Iron and Rebar Workers
ID,General,Reinforcing Iron and Rebar Workers
IL,General,Reinforcing Iron and Rebar Workers
IN,General,Reinforcing Iron and Rebar Workers
IA,General,Reinforcing Iron and Rebar Workers
KS,General,Reinforcing Iron and Rebar Workers
KY,General,Reinforcing Iron and Rebar Workers
LA,General,Reinforcing Iron and Rebar Workers
MD,General,Reinforcing Iron and Rebar Workers
MA,General,Reinforcing Iron and Rebar Workers
MN,General,Reinforcing Iron and Rebar Workers
MS,General,Reinforcing Iron and Rebar Workers
MO,General,Reinforcing Iron and Rebar Workers
NE,General,Reinforcing Iron and Rebar Workers
NV,General,Reinforcing Iron and Rebar Workers
NJ,General,Reinforcing Iron and Rebar Workers
NM,General,Reinforcing Iron and Rebar Workers
NY,General,Reinforcing Iron and Rebar Workers
NC,General,Reinforcing Iron and Rebar Workers
ND,General,Reinforcing Iron and Rebar Workers
OH,General,Reinforcing Iron and Rebar Workers
OK,General,Reinforcing Iron and Rebar Workers
PA,General,Reinforcing Iron and Rebar Workers
SC,General,Reinforcing Iron and Rebar Workers
SD,General,Reinforcing Iron and Rebar Workers
TN,General,Reinforcing Iron and Rebar Workers
TX,General,Reinforcing Iron and Rebar Workers
UT,General,Reinforcing Iron and Rebar Workers
VA,General,Reinforcing Iron and Rebar Workers
WA,General,Reinforcing Iron and Rebar Workers
WV,General,Reinforcing Iron and Rebar Workers
WI,General,Reinforcing Iron and Rebar Workers
GU,General,Reinforcing Iron and Rebar Workers
PR,General,Reinforcing Iron and Rebar Workers
AL,General,Religious Workers
AK,General,Religious Workers
AZ,General,Religious Workers
CA,General,Religious Workers
CO,General,Religious Workers
CT,General,Religious Workers
FL,General,Religious Workers
GA,General,Religious Workers
HI,General,Religious Workers
IL,General,Religious Workers
IN,General,Religious Workers
IA,General,Religious Workers
KY,General,Religious Workers
MD,General,Religious Workers
MI,General,Religious Workers
MN,General,Religious Workers
MT,General,Religious Workers
NJ,General,Religious Workers
NY,General,Religious Workers
NC,General,Religious Workers
OH,General,Religious Workers
OK,General,Religious Workers
OR,General,Religious Workers
PA,General,Religious Workers
RI,General,Religious Workers
TX,General,Religious Workers
UT,General,Religious Workers
VA,General,Religious Workers
WA,General,Religious Workers
AL,Hospitality / Entertainment,Reporters and Correspondents
AK,Hospitality / Entertainment,Reporters and Correspondents
AZ,Hospitality / Entertainment,Reporters and Correspondents
AR,Hospitality / Entertainment,Reporters and Correspondents
CA,Hospitality / Entertainment,Reporters and Correspondents
CO,Hospitality / Entertainment,Reporters and Correspondents
CT,Hospitality / Entertainment,Reporters and Correspondents
DC,Hospitality / Entertainment,Reporters and Correspondents
FL,Hospitality / Entertainment,Reporters and Correspondents
GA,Hospitality / Entertainment,Reporters and Correspondents
HI,Hospitality / Entertainment,Reporters and Correspondents
ID,Hospitality / Entertainment,Reporters and Correspondents
IL,Hospitality / Entertainment,Reporters and Correspondents
IN,Hospitality / Entertainment,Reporters and Correspondents
IA,Hospitality / Entertainment,Reporters and Correspondents
KS,Hospitality / Entertainment,Reporters and Correspondents
KY,Hospitality / Entertainment,Reporters and Correspondents
LA,Hospitality / Entertainment,Reporters and Correspondents
ME,Hospitality / Entertainment,Reporters and Correspondents
